Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
HYUNDAI OILBANK CO LTD,Korea,Corporate - Energy,1.9565565638190965,AA,2,60.112709026226746,130.5097312041135,1.826198639354225,5.3422040993124735,1.0648176328470638,2.73871819705371,1.4616475792131673,62.85031161112161,104.12936906517466
HYUNDAI SAMHO HEAVY INDUSTRIES CO LTD,Korea,Corporate - Industrials,2.4144639737738753,AA,2,65.69134041122078,134.50396488966425,1.5023139562596897,8.238017499205379,4.9185687139314735,5.976289931955599,2.1038010388823034,70.35459780790099,106.10971472535476
HYUNDAI STEEL COMPANY,Korea,Corporate - Materials,2.7842467040800476,AA,2,62.075031399641674,89.5053337856796,2.065492625915568,1.0314676087836105,7.684677956641338,7.99265965959968,3.533471901712573,74.92846084817776,96.55809276713126
"IBERDROLA FINANZAS, S.A.U.",Spain,Corporate - Utilities,1.590843795867861,A,3,60.745631851819795,55.12634591759982,2.2569630062863975,9.430207096457362,2.2164731461755913,1.3338861709325955,4.8663037168194965,76.66634213764682,97.96447873020773
IBERDROLA INTERNATIONAL B.V.,Netherlands,Corporate - Utilities,1.016765711326416,BB,5,71.24254214340435,90.18762712367396,0.5254867358216285,7.95072881181164,2.694900501333634,1.1054136441673534,4.465693591897168,82.9745085543826,100.3260407310576
ICADE,France,Financials - Real estate,3.2477901909873466,B,6,95.3919256941767,117.37562297840898,2.783017948848666,1.8125025555155194,2.4271498679858317,9.220926535723317,1.7121640419118838,52.08016166776607,99.92364844687035
ICBCIL FINANCE CO LTD,China (Hong Kong),Financials - Commercial Finance,1.798837489581151,BBB,4,75.35298233693591,95.03503857807928,2.6390428755852224,7.120079611981627,9.916730528316782,7.511483678225827,4.9909893964392875,86.07385413670085,98.96441827873254
IDB TRUST SERVICES LIMITED,Supranationals,SSA - Supranationals,3.1155719964017554,B,6,59.39601904076615,124.89631508603985,1.5988591586195666,3.8495872263755713,1.9740373373054254,5.8977960077807845,0.01752331765529136,53.09855034897051,100.79839182310653
IGE CO LTD,Myanmar,Corporate - Materials,1.1946322187339105,BBB,4,53.8485834690437,85.69824294686639,0.6588078067064548,4.022946780763187,5.75520216966124,7.691867899959281,0.13814877904207545,73.4144283836434,98.15188743614685
IINO KAIUN KAISHA LTD,Japan,Corporate - Industrials,2.665130458346679,A,3,84.80780725689627,113.47441411040296,2.764797619355151,7.832900924388664,9.252646416569643,4.288543613066384,4.119202575855969,91.3835567784597,102.2637390273876
IJSBEER ENERGIE EUROPA BV,Netherlands,Corporate - Utilities,2.896652446482136,AA,2,69.13993822181939,68.64198048539745,3.365525481434397,9.627848079807322,1.4689656887777924,7.584557473091266,0.9973134341652601,72.56076566391981,101.97669144999526
ILE-DE-FRANCE MOBILITES,France,Corporate - Industrials,0.7332059157009211,A,3,91.09154732926797,124.93694366449569,1.2204547880660426,1.2665587284719393,9.708541978677003,3.7180299127453575,0.3038463419812043,57.454487438412386,99.69642932806684
IMMOBEL SA,Luxembourg,Financials - Real estate,2.0147192518726427,A,3,82.97553843203852,104.56959688130259,1.4705738412111136,4.206302368788194,9.474772343956246,2.4409457249260234,1.185740366182511,99.25169225029799,100.26750961884065
INCHEON INTERNATIONAL AIRPORT CORP,Korea,Corporate - Industrials,1.104866046225384,AAA,1,89.81207252706842,70.40643885466005,1.0514386684454449,4.809416080843035,8.845719870582625,7.290134212929686,2.130500769904301,94.46427310371317,99.65482180367066
INCHEON PORT AUTH,Korea,SSA - Agencies,0.7851873671274548,BB,5,63.59730197092244,79.19111734978073,2.230808370034519,3.7631181695499762,2.1455652133000225,4.196722921572683,3.6528313521670244,88.5656816612507,96.63655717614715
INCHEON TRANSIT CORP,Korea,Corporate - Industrials,4.954821045754754,BBB,4,84.6179461230529,124.86087085818323,0.9645241839423648,3.6318912371622503,6.3405505601098335,9.813771043261948,3.1216776327560276,70.57558014496053,102.63377461737656
INDIA CLEAN ENERGY HOLDINGS,India,Corporate - Utilities,1.9505923023862533,AA,2,63.203099234685936,98.26012356615206,1.5685818303841383,0.5226866756159654,7.608914729612401,3.49485182308101,1.1881060878021021,59.19228634446489,96.62956773626377
INDIA CLEANTECH ENERGY,India,Corporate - Utilities,4.144435006345857,BBB,4,96.95342397251457,71.60314403930722,2.591039041802789,6.855386205626233,9.860279281964297,9.217274205310659,2.516352240502922,97.07055907092507,99.24124067939721
INDIA GREEN ENERGY HOLDINGS,Mauritius,Corporate - Energy,1.6458829464369373,B,6,81.81871407666873,146.72711903702975,2.1803479490280453,4.362144171200454,1.8042382208137042,9.329625485670794,4.631070526992843,76.61755632585695,103.78786836087315
INDIA GREEN POWER HOLDINGS,Mauritius,Corporate - Utilities,3.566762250007682,BBB,4,66.2255900087671,121.51250198168879,1.6593876929838056,1.9479380264392676,7.660258995192964,2.4185294706474614,4.075038884918788,92.61777301937425,98.86770104278136
INDIAN RAILWAY FINANCE CORP LTD,India,SSA - Agencies,3.9210253695035897,B,6,63.47559311461363,145.71348325397963,1.7607488054226257,8.160335023020684,3.3880116992711296,7.982211815880134,1.615948924158967,67.10475028797129,105.4558471749511
INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LTD,India,Corporate - Energy,3.1803743327352993,BB,5,59.54632925358217,92.71050453603432,2.1863326478696887,8.025607481516278,1.7562646556800232,4.330745051445652,4.9113228067784815,66.76441585397353,99.81652251357208
INDUSTRIAL & COMMERCIAL BANK OF CHINA ASIA LTD,China (Hong Kong),Financials - Banking,2.6220928484757127,B,6,84.7320479446864,97.51003406917205,0.5175941836614839,4.8639162808889385,4.213769412138549,9.17524727230348,3.543102002175655,99.27702403370196,100.85429670986976
INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD/DUBAI DIFC,China (mainland),Financials - Banking,2.3532841136627085,BBB,4,60.935780649896365,139.79552161850194,0.7355296053608296,2.984506611477605,7.9383591214861635,4.5012427263523875,0.3122467783339089,76.09165242474249,101.79272372294474
INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD/LONDON,United Kingdom,Financials - Banking,2.069907199443479,BBB,4,79.76516329637445,102.50493402453847,3.143774203289035,6.380927257964524,4.648498037040522,7.443037173373661,0.1758035664431934,57.034771193037315,101.0785276697132
INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD/SYDNEY,China (mainland),Financials - Banking,4.682881149115216,B,6,63.23175134626787,120.72789119056672,0.7336369672738723,2.8815213577740306,5.375231002030485,4.669674091637979,0.8420397450501499,60.98373389973537,99.46181229917403
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,China (mainland),Financials - Banking,4.237787335044781,A,3,83.09844723969343,75.217287749553,2.6204107886315153,2.3600793032371206,9.951594102001213,2.2780075571285616,3.639279340250734,74.09721396963604,94.78050125939362
"INDUSTRIAL BANK CO., LTD.",China (mainland),Financials - Banking,4.842621097999307,BB,5,90.74698642702697,94.67264687026406,3.260114492327158,7.305146540263267,3.9910929955742604,1.993501289446863,0.9186946292121395,52.123545524420564,100.23262529420441
INDUSTRIAL BANK FINANCIAL LEASING CO LTD,China (mainland),Financials - Commercial Finance,1.0593375056849512,AAA,1,88.90126215723265,62.34498658103551,1.3120508129051933,0.403252397209507,6.154007547092398,4.254311942563456,2.5574338460441677,73.12669926891502,95.6952975914941
INFRONEER HOLDINGS INC,Japan,Corporate - Industrials,3.788903638416399,AA,2,88.04256654653909,70.59800358769617,1.6114743111785428,0.9476847103459396,3.6524420161537186,7.55494657014215,0.4663006009041587,70.94704210400639,98.10396991830697
ING BANK HIPOTECZNY SPOLKA AKCYJNA,Poland,Financials - Banking,4.72253205569467,BBB,4,59.3861202846126,50.09434152676311,2.2067642175341486,0.06788174023589777,3.9278564632870494,6.050714851807668,4.6044307891509755,88.96681326597434,92.3016372003292
ING GROEP N.V.,Netherlands,Financials - Banking,1.3155487977454707,AA,2,54.419247349225934,53.92650516486602,3.145126908915754,1.5294318647542615,6.956407534454081,6.886292899005433,1.7198030679178378,67.74709822446209,92.84389205346275
ING-DIBA AG,Germany,Financials - Banking,0.7992332031504987,AAA,1,84.94744142436929,147.72838231769293,3.3257167617812606,0.6899000871045946,9.378869760948835,2.8232635073194245,4.540660282803154,99.12743807697997,101.60248464844972
INMOBILIARIA COLONIAL SOCIMI SA,Spain,Financials - Real estate,3.8350429218052655,AA,2,68.41736068971757,74.23536951367623,2.7186897443338043,9.958023677799186,5.423589504923214,4.814353459576055,4.724378209552722,59.03849596504516,100.15948926833009
INPEX CORP,Japan,Corporate - Energy,3.0851290093096035,AAA,1,71.61731132016736,116.33107095040019,0.7598592825640821,2.888099699540896,7.683999289487798,0.44395264969327,0.030643236568403953,79.54933424840675,101.64026789249337
INSTITUTO DE CREDITO OFICIAL,Spain,SSA - Agencies,4.288229495412224,B,6,51.55745463966955,133.90996987996115,2.5074624666045526,1.4926801266924727,0.8920655881696382,8.175324159581207,2.32067593599366,54.48496485041273,99.75567269814378
INTEL CORPORATION,United States,Corporate - Technology,1.1289756948183027,A,3,62.97882246375246,105.06604592365642,1.7309111656179863,2.4099625799591795,2.11158037431927,9.898921622398746,0.12328027853446444,86.69319919969911,101.29946785544314
INTER-AMERICAN INVESTMENT CORP,Supranationals,SSA - Supranationals,4.078702903369505,BBB,4,51.6838201937232,65.31445000839562,1.9121029984731848,9.361255715401347,5.021316409195324,4.068790626246709,4.543463831514529,99.73768440309857,98.70553045738659
INTERCHILE SA,Chile,Corporate - Utilities,1.4073229402148504,AAA,1,93.95928863006239,122.81164373361663,0.6474451710355311,5.201602230243957,0.2001172362877479,0.1096365313154335,2.5920377236728793,90.95693188758162,106.38003743891957
INTERCONEXION ELECTRICA SA ESP,Colombia,Corporate - Utilities,1.2364517428956703,AA,2,62.16983416092653,110.0251410099583,1.0731864180390747,3.648180963078569,2.528549787625588,1.6979263955094737,0.3747200634924841,77.78517703601506,101.684967777512
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Supranationals,SSA - Supranationals,1.2391960906894681,BBB,4,77.8668584786504,123.12505893473751,2.8715408226009433,8.733914579092193,5.174012898249662,6.525268777504189,0.5513836413828344,74.2370678699846,104.41853158012674
INTERNATIONAL FINANCE CORPORATION,Supranationals,SSA - Supranationals,4.16558624104122,A,3,51.94896603305652,126.97466228570872,1.8618764991435794,3.9499027054903246,0.14961198256300712,6.120793182038592,1.9175451224636952,91.75149806334235,103.86089974009181
INTERSHOP HOLDING AG,Switzerland,Financials - Real estate,3.4933874931329005,B,6,83.3423695652829,147.5410367684745,1.4049867248934467,3.350085699576958,2.645462862260417,7.878647195855439,4.701170964364447,96.7987042355362,104.06955722181641
INTERVEST OFFICES & WAREHOUSES NV,Belgium,Financials - Real estate,2.853794411461037,BBB,4,66.15136728770469,107.356328002671,1.6520572218948746,2.072825225497356,5.140308194758695,2.538840109610682,3.4645457578404044,99.46032628990466,98.68582162179686
INTESA SANPAOLO S.P.A.,Italy,Financials - Banking,2.114737178555761,AAA,1,94.89595934788329,84.16411126906019,3.0631985399770407,3.7779682390941147,5.731492479812457,7.636319155471341,4.338094330945662,69.82696137822421,99.4646926126903
INVERSIONES CMPC SA,Chile,Corporate - Materials,4.447402433658987,A,3,94.4059094467018,114.8464556900237,2.7469970522148706,3.1668435601692604,9.257516930553054,6.8798402152366975,1.8322832316998983,99.54587373972561,101.46884055557999
INVERSIONES LATIN AMERICA POWER LTDA,Chile,Corporate - Energy,2.2660029834018593,AA,2,66.26453091808739,56.84407092426261,1.3169461915432483,6.7730395929814105,6.4534562325060785,3.2281449771384327,0.2160684977499916,57.79631260869157,97.45594134069748
INVESCO OFFICE J-REIT INC,Japan,Financials - Real estate,4.174697477622097,A,3,95.0480447845234,139.7397318321586,0.8525055206371199,2.895827046707271,4.147358025299938,5.45488148056962,4.871588186022071,62.67748879659546,103.8922265520668
INVESTEC PROPERTY FUND LTD,South Africa,Financials - Real estate,2.476107088565983,A,3,99.80788367493895,61.93810113381968,1.2559946649322151,5.771997464225614,9.303511771330678,1.4727380849832672,0.08586495331184774,54.45080623669481,97.091530943038
INVESTMENT AB LATOUR,Sweden,Corporate - Industrials,2.1962499324120843,BB,5,91.2707832061974,82.78428378858183,3.262269353164201,0.658921650319727,7.848829833877943,4.5256450343558265,4.738258265405445,63.58692582422408,93.39023320720088
INVESTMENT ENERGY RESOURCES LIMITED,Bermuda,Corporate - Utilities,2.582059035513229,A,3,92.24356738776146,131.57453806261208,2.244766513549266,1.9128915669651436,2.000089211127476,8.811973395556409,1.8433871192457234,88.39687758090056,104.2249982630469
IREN SPA,Italy,Corporate - Utilities,1.8562004337386393,A,3,62.450436805454494,109.73123783307119,2.1004406262343487,4.074052716113488,1.3084236134881977,4.211913798253908,0.050452025109407606,92.6462179089225,102.22893052616062
IRPC PCL,Thailand,Corporate - Energy,3.86424221079313,BBB,4,78.83511994288781,89.3635520277442,2.2891807990773847,9.369492539086954,6.75811635742733,8.39566706475422,3.4457861586225413,88.9446322551286,101.99132856754169
ISLANDSBANKI HF,Iceland,Financials - Banking,2.7622417554161562,AA,2,53.362795698368394,97.34356593750215,1.5980847972395458,3.7725198571569543,5.598831655769838,5.902533652596944,4.9027015201567705,81.55328890838481,98.92629796876307
ISRAEL (THE STATE OF),Israel,SSA - Sovereigns,1.5449571281606778,BBB,4,54.745896841083486,135.45473932021804,2.9213210609585385,6.640741211998341,7.896736137927557,1.9187671310235677,4.828128614187962,75.69832562613229,100.73259330308153
ITALY (REPUBLIC OF),Italy,SSA - Sovereigns,4.548085579735558,BBB,4,99.94463060166453,84.00043860598922,2.0698587479007493,2.5508722242139816,7.388050500786864,5.811062446978964,0.8046850560120922,85.43521446068232,98.48985344575559
ITALY BUONI POLIENNALI DEL TESORO,Italy,SSA - Sovereigns,2.2275104961794514,AAA,1,66.33196247129555,136.9649684812171,0.8502437083063866,1.2703357597323173,6.25211533857515,5.0598332915706346,0.9062390303307749,69.54167746336108,102.74073739912905
ITAU UNIBANCO HOLDING S.A.,Brazil,Financials - Banking,2.945987875012949,BBB,4,87.40919560244231,58.81344309766915,0.8871953744871889,0.5853660008005013,9.863821716288921,3.98641335196384,2.8276945730983005,92.06541757498509,93.42400079932116
ITOCHU ADVANCE LOGISTICS INVESTMENT CORP,Japan,Financials - Real estate,4.579124499340462,BB,5,90.33325265134081,127.67984372086308,2.110577439507855,3.0541349854275133,5.335897301104087,1.1963043951607033,3.186524132141622,83.85950469883927,101.00335894576133
IVANHOE CAMBRIDGE II INC,Canada,Financials - Real estate,3.3090709816129644,BB,5,92.90116355036146,134.75476330547363,3.3097106542125174,1.5766102679690797,1.1310575650171983,4.167086638472298,3.697089568329328,84.89023492472043,101.76113142663277
IWATANI CORPORATION,Japan,Corporate - Utilities,1.0260411831876384,AAA,1,99.88141487010782,68.18176528373388,1.4250563650285963,1.740104480161242,8.282735648159884,0.7276237623962711,0.9052518023607375,76.79679965645356,96.80976573447492
JA MITSUI LEASING LTD,Japan,Financials - Commercial Finance,4.729244556260638,B,6,62.07482426284339,93.03465323722004,3.108623506577655,7.6075930838695,2.51853362345709,0.9876905139875125,4.795035433822172,94.26144921055862,99.04185088055593
JABIL INC,United States,Corporate - Technology,3.3246862388213803,AA,2,52.017541342984984,66.54997746636556,2.792286759736638,0.15838070944874216,7.773021481439183,4.15916532932716,3.1936962814461896,62.600736683952626,92.34286970142153
JACCS CO LTD,Japan,Financials - Consumer Finance,2.0070752659568876,AA,2,70.5595758997293,120.66041289942177,1.2434373287207205,5.578101257354344,9.571070960000513,3.053814819684637,4.235234594352774,69.05738266805254,101.11387041450615
JALLES MACHADO SA,Brazil,Corporate - Consumer Staples,1.1267243269852427,BBB,4,56.504033491447345,103.53477680616567,0.6090222449487274,3.794613805934648,6.967955139643412,9.255443258622234,2.700328576420859,88.88212848388446,99.48339334328153
JAPAN BANK FOR INTERNATIONAL COOPERATION,Japan,SSA - Quasi-sovereigns,4.073113351716332,BBB,4,51.12129445810275,113.5323346708321,0.8055417954271482,5.065499999085472,5.960301609498011,3.757058053802705,2.071384237949413,74.63744480646689,100.46678231578828
JAPAN EXCELLENT INC,Japan,Financials - Real estate,3.2903274016783106,B,6,68.0213413570743,69.64869669562111,2.6854818015423207,5.628302372146029,4.603861756750406,7.578581220721001,4.885914532974979,94.46070067120954,96.31497741119031
JAPAN EXCHANGE GROUP INC,Japan,Financials - Financial services,2.900574913893447,BBB,4,89.18691255376183,71.17458620524195,1.09900921412194,3.133676944572782,3.6440986599540324,5.302475263662427,2.9106068540991803,67.31996598814261,97.37913782556247
JAPAN FINANCE ORGANIZATION FOR MUNICIPALITIES,Japan,SSA - Quasi-sovereigns,4.5225166237293095,AA,2,78.30903456125354,54.149732550990635,1.6138127615161815,2.951088601842853,3.5300475097183623,7.040856686423354,4.334367913995894,68.46650844098224,96.43888660512523
JAPAN FREIGHT RAILWAY CO,Japan,Corporate - Industrials,4.048687450510388,A,3,65.6388994605177,82.20675351957297,2.0050974980192744,7.334018493349057,6.363727057095906,2.6011598301539918,4.7664619818314495,94.43678946933127,99.36146719338788
JAPAN HOTEL REIT INVESTMENT CORP,Japan,Financials - Real estate,1.1825369587973804,BB,5,82.71710027463598,105.97446613336749,2.6764045053504883,8.712769881211571,7.512731169377459,9.41904972838329,3.376773135043296,73.21851600910205,101.5585640623684
JAPAN HOUSING FINANCE AGENCY,Japan,SSA - Agencies,1.902749305079967,A,3,61.600909015440536,135.7934913997329,0.8396936697773761,1.9258163245852788,6.785170694844144,5.3008849691442395,2.7446933925933745,75.80622921012434,101.18098724274226
JAPAN LOGISTICS FUND INC,Japan,Financials - Real estate,1.618201129165096,A,3,50.71907230360425,116.69274474586807,1.7190992158323843,0.9761876053514895,1.9841010119356273,8.313240712852497,0.0175542545532531,66.63818576678398,100.22732133784325
JAPAN METROPOLITAN FUND INVEST,Japan,Financials - Real estate,3.847758316577046,AA,2,88.21766932182138,93.53963233997514,1.9552187274280861,8.977958063920259,4.9398718014349114,3.650456934761135,0.20009820369502995,63.83349710895409,103.77727861162097
JAPAN POST HOLDINGS CO LTD,Japan,Financials - Insurance,0.6508959563110073,A,3,81.18715424320045,145.31201143941377,2.122481191914619,3.4989546364739867,7.91640072183063,1.0021134905052453,1.0042560802555816,82.7974355419196,102.75495704557162
JAPAN PRIME REALTY INVESTMENT CORP,Japan,Financials - Real estate,3.0645035819209245,B,6,88.115131225048,121.92452005758318,2.95508192418565,5.5131739066281416,4.757040781890563,6.737116477208488,0.9300421592799762,55.99203307706019,101.3672719562633
JAPAN RAILWAY CONSTRUCTION TRANSPORT AND TECHNOLOGY AGENCY,Japan,SSA - Agencies,3.9310640858331074,AAA,1,51.94690083438328,143.016520286255,1.0150345851296507,3.5954314452000347,5.366232797354939,0.07759648337424485,1.2737939759992267,93.96363205914545,104.39185058230316
JAPAN REAL ESTATE INVESTMENT CORP,Japan,Financials - Real estate,4.445445365427872,BBB,4,91.85598139153261,102.75879732721657,2.9234943554798667,1.2580233634605131,7.711360481708222,4.752929765655082,1.524673188488304,88.96015683825539,98.31457492359732
JAPAN RETAIL FUND INVESTMENT CORP,Japan,Financials - Real estate,2.0393678692215835,AAA,1,80.97631000181516,75.89042747931396,2.5786352830899566,5.893316449477281,6.6126530626509155,1.9280190266645925,1.8003274677536414,59.53741318529014,98.74308460105021
JERNHUSEN AB,Sweden,Financials - Real estate,4.195657871024058,BB,5,78.169767535632,55.282668636472195,2.167612442596878,5.251408517696296,4.093449208823926,6.273755044353622,2.102688450344383,84.70099729122828,96.55611805405509
JIANGSU COMMUNICATIONS HOLDING CO LTD,China (mainland),Corporate - Industrials,0.9978428162984325,BBB,4,81.23070240572657,122.60848514838504,2.5985836112077156,2.029935591911972,8.954127111942189,9.794198731378522,0.49433169228007334,80.13164606428174,100.09655372712106
JIANGSU EXPRESSWAY CO LTD,China (mainland),Corporate - Industrials,4.309035312805332,A,3,93.2216623434182,62.130299800553416,1.7360532168549692,4.518690446522778,1.6256706866347859,4.644029063206459,0.2118096597639102,59.22675253683221,99.02847600217798
JIANGSU GUOXIN INVESTMENT GROUP LTD,China (mainland),Corporate - Utilities,1.073698980493921,BB,5,79.34682532794535,80.27751282719672,0.9151927579043737,7.969475040156459,9.955164485903246,8.174982565256666,3.369722245365117,63.660175302511625,98.1904581721054
JIAYUAN INTERNATIONAL GROUP LTD,Cayman Islands,Financials - Real estate,2.2877928075216527,BBB,4,79.04751899440896,103.24709078838974,2.497295720796102,5.904261031078914,1.188525784762372,5.077841869511211,2.6866741242153886,70.44932518669172,101.63858194642691
JINAN SHUNTONG INTERNATIONAL CO LTD,China (Hong Kong),Corporate - Industrials,4.087829146007991,B,6,99.53395785328829,106.44165877797477,2.0740169200568666,0.9691732706699485,0.14949971104238902,4.958400311040241,2.220721011100598,84.9621367622737,99.97380376501962
JINGRUI HOLDINGS LTD,Cyprus,Financials - Real estate,1.174628423069482,B,6,87.8365083534284,110.0583196987136,2.4181244016283268,5.480214972291351,8.900189011487647,9.304234931787779,3.172199705841762,81.9361704408503,99.59189704508307
JINKO POWER TECHNOLOGY CO LTD,China (mainland),Corporate - Energy,1.5316312785468866,B,6,72.11469027255677,66.62553303497006,1.51399634308547,7.027382992895869,2.449535083659561,8.899658687466815,4.138397036017702,76.6117423838349,97.83161258098292
JINNENG HOLDING POWER GROUP CO LTD,China (mainland),Corporate - Energy,3.750136557768798,B,6,85.36985000164638,87.97374048216489,3.2205997320195077,7.927034057807514,7.296996274467209,7.858004651879744,2.138464545581023,88.4205271557017,99.69413685447884
JOHNSON CONTROLS INTERNATIONAL PLC / TYCO FIRE & SECURITY FINANCE SCA,Ireland,Corporate - Industrials,3.7401644144573347,A,3,69.46152358458943,111.71942271169667,2.2621096057267307,6.291175786342667,8.110153749320693,2.962557533167841,3.205597325259897,87.8968869803083,101.1261670821622
JPMORGAN CHASE & CO.,United States,Financials - Banking,3.385164347983838,AAA,1,61.44377312417495,146.9818864633785,0.7562074528726215,1.5265816454078374,8.589863910321169,5.450084157239406,4.767861119175794,80.8929577031128,102.56139144111557
JSW HYDRO ENERGY LTD,India,Corporate - Utilities,3.62276800010195,BBB,4,79.84259384438798,122.76311376996887,1.849411972113286,7.101732665901607,9.915942356641667,2.23897233305685,4.198122479307804,89.34950416924127,101.80272237501325
JUST GROUP PLC,United Kingdom,Financials - Insurance,2.942259995064183,A,3,96.40910490569757,142.2603757093958,2.769068164230903,6.773418460815163,2.9403971003999905,4.439166980465398,2.130004052512047,66.71316873896046,106.4709840443811
JYSKE BANK A/S,Denmark,Financials - Banking,1.6330957650812874,B,6,96.45697600077314,126.2212058314177,2.882403685196817,0.2442688294063322,7.102433419272591,4.842130657597906,3.2235841890737147,94.06247641613028,98.36344018435688
K&H JELZALOGBANK ZRT,Hungary,Financials - Financial services,2.0556319707676374,AAA,1,67.09526390527452,109.17169688924005,1.9837911582912762,4.117476675902432,1.1539985828082822,8.31640040169331,0.8853546095796988,80.74550429009705,103.81457027645337
K2A KNAUST & ANDERSSON FASTIGHETER AB,Sweden,Financials - Real estate,1.3171897256064156,BB,5,76.38387331108476,69.20233691363445,3.1842427124939032,3.329502469623733,4.068092913568494,8.960283653249931,2.8026109244754496,91.11817569062153,96.11739489143375
KAISER FOUNDATION HOSPITALS,United States,Corporate - Health Care,4.588027526001327,BB,5,60.58179492849306,116.66856518925131,1.3030053115828926,6.694120642536435,8.479716933125903,4.146200623964779,4.906641455692214,77.3139552395142,100.10451723233467
KAJIMA CORP,Japan,Corporate - Industrials,3.125263076447542,BB,5,99.78155547494417,112.3379565959907,1.7317960917147999,2.161358123109207,3.6765804605910835,0.17704445073237207,2.5915755760126116,60.921912249434016,99.24863348134892
KANAGAWA PREFECTURE,Japan,SSA - Quasi-sovereigns,2.3038313754363795,B,6,99.05589539339678,110.24691704572665,3.1957907317069103,5.9087192297425855,5.91095380535614,8.617738397893547,4.638191495950736,77.12050643391544,100.49569728263796
KANEKA CORP,Japan,Corporate - Materials,2.5790261163985972,BB,5,82.47544648537237,98.97858679882407,3.1887701494147365,9.132059618141724,5.037734437246341,1.742786785013607,2.0366746025163036,68.5555831888294,100.91569587668644
KANSAI ELECTRIC POWER CO. INCORPORATION (THE),Japan,Corporate - Utilities,4.762775028253169,AA,2,90.22070298387368,102.86566039892756,2.5571383064740427,7.9780237220860775,6.459515311120451,6.218819638903935,4.994224135923156,84.87495180185473,103.37971100710018
KANTONSSPITAL AARAU AG,Switzerland,Corporate - Health Care,1.190081314022361,BBB,4,85.755008064185,83.4442527118104,3.0769416413666604,9.214577362165304,9.728943893876949,0.24970900434131194,2.8961001761377894,73.78968958673678,98.45451223794109
KANTONSSPITAL WINTERTHUR,Switzerland,Financials - Real estate,3.1380342440755875,BBB,4,79.6579109519734,101.93126926423031,0.766319800868698,9.7850596693269,0.5573552650140212,3.995064752605643,0.21134497117967277,91.80564024638439,106.08329510447865
KAWASAKI HEAVY INDUSTRIES LIMITED,Japan,Corporate - Industrials,2.7764990549800967,B,6,52.667399849444884,69.75559056784783,3.094984928623329,0.10670127006162766,5.739615175016297,9.859603021153498,2.9337739834569403,83.90362561609584,92.17626182107283
KB CAPITAL CO LTD,Korea,Financials - Commercial Finance,3.2515440594559153,AA,2,72.73821712763305,130.51743973603766,1.4618597196506804,6.227412763774776,8.630287792502848,1.006936011038031,1.3728634783979832,84.2272216515662,103.71712532417791
KB FINANCIAL GROUP INC,Korea,Financials - Banking,0.5814958271937822,A,3,83.73931510837053,68.57769546987078,1.034994537284649,4.128393977589065,4.813827117484275,4.236931519996423,0.16240661017947355,60.85776667455325,97.73613613927198
KB SECURITIES CO LTD,Korea,Financials - Financial services,4.424557590248682,A,3,83.87658069418424,58.49662898894664,1.2181095090261391,8.598544903351218,0.7852718594157282,3.0714995018995217,4.104266523473317,99.21248832456452,101.28062268017003
KBC GROUP NV,Belgium,Financials - Banking,4.694532271176255,BB,5,68.65613092111917,93.62460263571575,1.7539055240416612,2.518147020091317,5.605393524167709,9.050881233882643,1.3786481849037795,92.08376046357444,98.57578593623052
KDB CAPITAL CORP,Korea,Financials - Commercial Finance,3.0430993261514403,AAA,1,97.08459933290152,115.83074395060619,1.2535760138134018,9.810294891150761,3.320738908238204,8.693401079073551,3.9827427702324925,89.45024422803473,108.62230766864013
KENEDIX OFFICE INVESTMENT CORP,Japan,Financials - Real estate,3.634928707446015,A,3,58.36785161183905,93.77168249335413,1.4617027580494972,6.137079695437473,1.549417853379359,2.3769876030622883,1.441087914779335,66.51076125800137,100.92410553879279
KENEDIX RETAIL REIT CORP,Japan,Financials - Real estate,4.651247215297831,AAA,1,75.01797231077803,77.67541319513086,0.9049354582149263,7.935374022288309,8.49034513283473,0.8118778705043117,0.9716317693688714,76.7815826423616,101.01118012896461
KIA CORP,Korea,Corporate - Consumer Discretionary,3.6825738544102937,BBB,4,84.54419882754114,105.81711838904408,1.3885302966769957,0.8559955282276832,5.215995129911216,6.271383940611175,4.869677870522137,56.855159403716435,97.80180604463465
KILROY REALTY LP,United States,Financials - Real estate,1.1864256931141761,AAA,1,84.85679029459047,84.70023354122,2.2168514436260036,1.8345788475886504,9.332764123790668,3.3636871188370976,1.8082266387750978,76.9237988331353,97.21581521068472
KIMCO REALTY CORP,United States,Financials - Real estate,3.0932976207506595,BBB,4,82.43194783844078,143.2867690126633,1.8255611242731917,7.5840367303420315,8.06016504603069,6.72084390606063,3.0068810572158022,57.294462324164364,104.56456875999642
KIRIN HOLDINGS CO LTD,Japan,Corporate - Consumer Staples,3.2302177087228516,AA,2,63.76441067259301,142.2645139603572,1.5401562837077334,0.21986522039323608,6.929717937736673,0.32119756067814476,3.0499074640723576,77.65189219948006,100.50696349895071
